date,ic,top_alpha,bottom_alpha,spread,year,seed
2018-01-02,0.1560204081632653,0.002913042482515572,-0.003272599334675472,0.006185641817191044,2018,3407
2018-01-03,0.10183673469387754,-0.006503175886177363,-0.006547696549542558,4.452066336519452e-05,2018,3407
2018-01-04,0.37979591836734683,0.008496361524128311,-0.029828439234297614,0.038324800758425925,2018,3407
2018-01-05,0.3313265306122448,0.011779312287086705,-0.04137178468312773,0.05315109697021443,2018,3407
2018-01-08,0.18530612244897957,0.0074834007870457535,-0.01620515716498769,0.023688557952033444,2018,3407
2018-01-09,0.10387755102040816,-0.00805090056589645,-0.007574917375364914,-0.00047598319053153513,2018,3407
2018-01-10,-0.3044188198319377,-0.031989946426547365,-0.0028740925255005267,-0.02911585390104684,2018,3407
2018-01-11,-0.16597362183007383,-0.025525427667059883,-0.012014210690091799,-0.013511216976968084,2018,3407
2018-01-12,0.13025842500220675,-0.02661922605803846,-0.03988022557744075,0.013260999519402294,2018,3407
2018-01-15,0.24071428571428566,-0.010461733896111344,-0.04391846429086002,0.033456730394748675,2018,3407
2018-01-16,0.07438775510204082,-0.027417298504373022,-0.03967140151606831,0.012254103011695286,2018,3407
2018-01-17,0.19193877551020405,-0.005703963754271451,-0.03514180898953397,0.029437845235262522,2018,3407
2018-01-18,0.09586979262794612,-0.014308567541691087,-0.022014352257914434,0.0077057847162233465,2018,3407
2018-01-19,0.1210204081632653,0.012129658036385414,-0.009643039313143439,0.02177269734952885,2018,3407
2018-01-22,0.01540816326530612,0.013821520774701742,-0.0019395978723835386,0.015761118647085282,2018,3407
2018-01-23,0.11622448979591835,0.004804457775248183,0.005697219106365041,-0.0008927613311168576,2018,3407
2018-01-24,0.3236734693877551,0.033562709072630655,-0.014460375813651437,0.04802308488628209,2018,3407
2018-01-25,0.3257142857142857,0.024873724450951658,-0.0009902941353741406,0.0258640185863258,2018,3407
2018-01-26,0.3183673469387755,0.007073453181701359,-0.016393616006565352,0.02346706918826671,2018,3407
2018-01-29,0.026632653061224486,-0.0019101336349418574,0.008014122936878667,-0.009924256571820524,2018,3407
